55.893902,10.00391
55.890543,9.951553
55.957677,9.983482
55.948258,9.972153
55.915756,9.919968
55.945374,9.855766
55.899975,9.902115
55.894201,9.84066
55.912667,9.803925
55.926519,9.774742
55.927288,9.683418
55.876572,9.704361
55.890369,9.774742
55.893623,9.770966
55.897281,9.760323
55.852982,9.752426
55.854514,9.762726
55.831667,9.804869
55.832872,9.802809
55.838902,9.816971
55.837938,9.813881
55.838998,9.814739
55.839762,9.813108
55.840653,9.81298
55.841039,9.811864
55.850081,9.811993
55.849214,9.816284
55.848058,9.822464
55.850756,9.828987
55.836781,9.858685
55.831961,9.850445
55.832828,9.843407
55.831093,9.841003
55.832443,9.836197
55.833503,9.836712
55.834467,9.83757
55.837359,9.8489
55.839383,9.848042
55.839379,9.840488
55.840776,9.841347
55.842371,9.849243
55.842564,9.845638
55.844969,9.846582
55.845306,9.844866
55.847089,9.846153
55.853647,9.849758
55.855863,9.862633
55.857404,9.87525
55.85779,9.874134
55.858946,9.916534
55.864341,9.916534
55.875908,9.919281
55.87456,9.913445
55.872826,9.904175
55.869744,9.898338
55.86448,9.887609
55.863661,9.88409
55.863083,9.881258
55.873486,9.82564
55.872571,9.827785
55.872089,9.829416
55.870741,9.83139
55.871704,9.847183
55.870934,9.853792
55.869922,9.863319
55.868815,9.873877
55.868077,9.880292
55.866716,9.881194
55.866776,9.881516
55.866937,9.882116
55.86739,9.881644
55.86607,9.878941
55.867659,9.867611
55.865299,9.875593
55.864721,9.873018
55.864288,9.870443
55.863613,9.867182
55.863228,9.864092
55.859524,9.863663
55.861154,9.862847
55.857881,9.860659
55.859134,9.858255
55.85923,9.853363
55.858074,9.846153
55.858748,9.850702
55.858267,9.842634
55.857014,9.838428
55.855762,9.836454
55.854846,9.833879
55.858989,9.838343
55.859904,9.835339
55.860675,9.842291
55.862038,9.844093
55.864384,9.844522
55.862939,9.8489
55.862457,9.853277
55.866166,9.851131
55.867803,9.851217
55.869104,9.845123
55.869585,9.845037
55.869826,9.84375
55.868429,9.859457
55.867225,9.857225
55.865877,9.856367
55.865492,9.860058
55.862265,9.85774
